x,y
0.0,10.0
0.05,10.0025
0.1,10.01
0.15000000000000002,10.0225
0.2,10.04
0.25,10.0625
0.30000000000000004,10.09
0.35000000000000003,10.1225
0.4,10.16
0.45,10.2025
0.5,10.25
0.55,10.3025
0.6000000000000001,10.36
0.65,10.4225
0.7000000000000001,10.49
0.75,10.5625
0.8,10.64
0.8500000000000001,10.7225
0.9,10.81
0.9500000000000001,10.9025
1.0,11.0
1.05,11.1025
1.1,11.21
1.1500000000000001,11.3225
1.2000000000000002,11.440000000000001
1.25,11.5625
1.3,11.69
1.35,11.8225
1.4000000000000001,11.96
1.4500000000000002,12.102500000000001
1.5,12.25
1.55,12.4025
1.6,12.56
1.6500000000000001,12.7225
1.7000000000000002,12.89
1.75,13.0625
1.8,13.24
1.85,13.4225
1.9000000000000001,13.61
1.9500000000000002,13.8025
2.0,14.0
2.0500000000000003,14.2025
2.1,14.41
2.15,14.622499999999999
2.2,14.84
2.25,15.0625
2.3000000000000003,15.290000000000001
2.35,15.5225
2.4000000000000004,15.760000000000002
2.45,16.0025
2.5,16.25
2.5500000000000003,16.5025
2.6,16.76
2.6500000000000004,17.0225
2.7,17.29
2.75,17.5625
2.8000000000000003,17.840000000000003
2.85,18.122500000000002
2.9000000000000004,18.410000000000004
2.95,18.7025
3.0,19.0
3.0500000000000003,19.302500000000002
3.1,19.61
3.1500000000000004,19.922500000000003
3.2,20.240000000000002
3.25,20.5625
3.3000000000000003,20.89
3.35,21.2225
3.4000000000000004,21.560000000000002
3.45,21.902500000000003
3.5,22.25
3.5500000000000003,22.602500000000003
3.6,22.96
3.6500000000000004,23.322500000000005
3.7,23.69
3.75,24.0625
3.8000000000000003,24.44
3.85,24.8225
3.9000000000000004,25.21
3.95,25.6025
4.0,26.0
4.05,26.4025
4.1000000000000005,26.810000000000006
4.15,27.222500000000004
4.2,27.64
4.25,28.0625
4.3,28.49
4.3500000000000005,28.922500000000003
4.4,29.360000000000003
4.45,29.802500000000002
4.5,30.25
4.55,30.702499999999997
4.6000000000000005,31.160000000000004
4.65,31.622500000000002
4.7,32.09
4.75,32.5625
4.800000000000001,33.040000000000006
4.8500000000000005,33.52250000000001
4.9,34.010000000000005
4.95,34.5025
5.0,35.0
5.050000000000001,35.50250000000001
5.1000000000000005,36.010000000000005
5.15,36.52250000000001
5.2,37.040000000000006
5.25,37.5625
5.300000000000001,38.09
5.3500000000000005,38.6225
5.4,39.160000000000004
5.45,39.7025
5.5,40.25
5.550000000000001,40.80250000000001
5.6000000000000005,41.36000000000001
5.65,41.9225
5.7,42.49
5.75,43.0625
5.800000000000001,43.64000000000001
5.8500000000000005,44.222500000000004
5.9,44.81
5.95,45.4025
6.0,46.0
6.050000000000001,46.602500000000006
6.1000000000000005,47.21000000000001
6.15,47.822500000000005
6.2,48.440000000000005
6.25,49.0625
6.300000000000001,49.69000000000001
6.3500000000000005,50.322500000000005
6.4,50.96000000000001
6.45,51.6025
6.5,52.25
6.550000000000001,52.90250000000001
6.6000000000000005,53.56000000000001
6.65,54.222500000000004
6.7,54.89
6.75,55.5625
6.800000000000001,56.24000000000001
6.8500000000000005,56.92250000000001
6.9,57.61000000000001
6.95,58.3025
7.0,59.0
7.050000000000001,59.70250000000001
7.1000000000000005,60.41000000000001
7.15,61.1225
7.2,61.84
7.25,62.5625
7.300000000000001,63.29000000000001
7.3500000000000005,64.02250000000001
7.4,64.76
7.45,65.5025
7.5,66.25
7.550000000000001,67.00250000000001
7.6000000000000005,67.76
7.65,68.52250000000001
7.7,69.29
7.75,70.0625
7.800000000000001,70.84
7.8500000000000005,71.6225
7.9,72.41
7.95,73.2025
8.0,74.0
8.05,74.80250000000001
8.1,75.61
8.15,76.4225
8.200000000000001,77.24000000000002
8.25,78.0625
8.3,78.89000000000001
8.35,79.7225
8.4,80.56
8.450000000000001,81.40250000000002
8.5,82.25
8.55,83.1025
8.6,83.96
8.65,84.8225
8.700000000000001,85.69000000000001
8.75,86.5625
8.8,87.44000000000001
8.85,88.32249999999999
8.9,89.21000000000001
8.950000000000001,90.10250000000002
9.0,91.0
9.05,91.90250000000002
9.1,92.80999999999999
9.15,93.72250000000001
9.200000000000001,94.64000000000001
9.25,95.5625
9.3,96.49000000000001
9.35,97.4225
9.4,98.36000000000001
9.450000000000001,99.30250000000002
9.5,100.25
9.55,101.20250000000001
9.600000000000001,102.16000000000003
9.65,103.1225
9.700000000000001,104.09000000000002
9.75,105.0625
9.8,106.04000000000002
9.850000000000001,107.02250000000002
9.9,108.01
9.950000000000001,109.00250000000003
10.0,110.0
